UprcpdwuwCg,twenty one pilots: Heathens (from Suicide Squad: The Album) [OFFICIAL VIDEO],1312587699,,"Published on Jun 21, 2016",Music,0I647GU3Jsc,"['7wtfhZwyrcc', 'pXRviuL6vMY', '-59jGD4WrmE', 'JGwWNGJdvx8', '_Yhyp-_hX2s', 'eJnQBXmZ7Ek', 'qFLhGq0060w', 'Pw-0pbY9JeU', 'iwxfmYR7ItM', 'LBr7kECsjcQ', 'ktBMxkLUIwY', 'BVGlBWQzuc', '34Na4j8AVgA', '1V_xRb0x9aw', '8CdcCD5V-d8', 'ktvTqknDobU', '92XVwY54h5k', 'Sv6dMFF_yts', 'gOsM-DYAEhY']"
smqhSl0u_sI,Kendrick Lamar - Money Trees (Feat. Jay Rock),63413043,,"Published on Oct 25, 2012",Howto & Style,LiaVWUI44Og,"['Psx6MYIfZs4', 'DmWWqogr_r8', 'LcF2KUJVdLE', '3lWjhgJ-aVI', 'Q7GX9PRvf_M', 'XNpGNykVZ6U', 'Z3CnfFQENkw', 'dNE3-P8HjSU', 'LR6ybr-BQYY', 'nU4OIAYwo5g', 'Kp7eSUU9oy8', '10yrPDf92hY', '_JZom_gVfuw', 'l9bsJ7oGokg', 'R_1EP18eo', 'yRZ1zzIRM', 'Kbj2Zss-5GY']"
X2kPLQEFR6Y,Doja Cat - Juicy | A COLORS SHOW,13298156,,"Published on Mar 25, 2019",Music,r52KqG4G678,"['QK7JQl9jNzM', 'YIALlhlyqO4', 'MYESVkUxWxM', 'qI7B1bxirnk', 'g_PDZVV2lo', 'FzpJl-i7ZRg', 'N5PdK1ZzQU', 'DFiLdByWIDY', 'QsZUVMwEls', 'nTrtasaAO1A', 'uOYj7WfJQD8', 'j_-2dUvlEdY', 'H6azLn1Cj1A', 'BNpPJpdeMns', 'TLiGA_wrNp0', '8eydIBipTO8', 'i_vMte-NHkY']"
xpVfcZ0ZcFM,Drake - God's Plan,1050735373,,"Published on Feb 16, 2018",Music,DRS_PpOrUZ4,"['u2n7VVGv_c', 'qFLhGq0060w', 'uxpDa-c-4Mc', 'uuZE_IRwLNI', 'eDuRoPIOBjE', 'l_lblj8Cq0o', 'CTFtOOh47oo', 'KEI4qSrkPAs', 'BVGlBWQzuc', 'eeI1G46q0o', 'yvHYWD29ZNY', 'IPfJnp1guPc', 'JOTlE1K90k', 'oOni4BMeMp0', '6L_k74BOLag', 'E2Ira-Cwxo', 'U9BwWKXjVaI']"
_RXIH8WZzQU,Kendrick Lamar - 05. Money Trees feat. Jay Rock (HD),9107183,,"Published on Jan 11, 2013",Music,3lWjhgJ-aVI,"['Psx6MYIfZs4', 'Q7GX9PRvf_M', '35adpxPiNlU', 'LiaVWUI44Og', 'Kp7eSUU9oy8', 'EAL3PuyulZw', 'DmWWqogr_r8', 'Z3CnfFQENkw', 'XNpGNykVZ6U', 'VrDfSZ_6f4U', 'g_W9af_CQDs', 'dNE3-P8HjSU', 'o3xJRIuc6o', 'qIP2WVdC_W0', 'UA2-Cdm09UA', 'dzmlBQmieOo', 'YpugK0RpEaU']"
SD-2hutUa24,LANY | Super Far (lyrics),9656081,,"Published on Nov 26, 2017",Music,kfEc7zHP_6E,"['X-NeRjJVPJo', 'DBTt8uilG_Y', '_tNU6dpjIyM', 'u62rB_G_vao', 'AMMa7XLcEaI', 'EsYPry-9ukk', 'bi70fR-r8pc', 'QRUNUtZUtEo', '4gHaMD4LUUI', '7JyqPUB21mI', 'oh4PE8fsk', 'ynuEY1-mInQ', 'FVgf0cVBaU8', 's70OsXlDD94', '21EfHJrGPEY', '-J_OAWu1pHg', '82cvV2NLmVo', 'max8ZPCzzY0']"
LcF2KUJVdLE,It Was A Good Day,7478373,,"Published on Jul 25, 2018",,02YJhCeTQk,"['Uyq2-e0B3Tc', '_RXIH8WZzQU', 'QceVTChhlJM', 'Kp7eSUU9oy8', 'HvC96EaQDmU', 'IJtHdkyo0hc', 'sx4qKJmLxLQ', 'RaarRogvesU', '_Epx5FMQP7c', 'QZqPi1aHNo', 'mWtIxc38xNE', 'PBwAxmrE194', '4GPhnKj8t1c', 'k1qpgQr8wXk', 'zSzaplTFagQ', 'Qeem6ZVr8Ic', '_JZom_gVfuw', '7O3wG1nw3c0']"
0l0vh__PdBA,Stand Up Battle - Dave Chappelle vs Kevin Hart | Stand Up Comedy Moments,350921,,"Published on Jun 15, 2018",People & Blogs,KELKxO35BsQ,"['s-kuWcHIT0', 'US7dOKDdKVo', '6w8o0BwE9Pk', '8yl1rR4EPAY', 'INNQ8jRbMfY', 'YjPoOd8oAbo', '91_tYoC-SYI', '5nxD4PY39xw', 'bPgE4ck5EbA', 'yjapTbNLzPI', 'xf_qjWSvQKg', 'Ft6UyIzuv1A', 'Xe4H2zZO-gA', 'Fj9-8szH6ro', 'HJmFmYYZAac', 'oO3wTulizvg', 'SpI_1WN4aHQ', '--IS0XiNdpk', 'lb_LJsp4Q']"
kaGfvIW0HmU,Drake - Gold Roses [Feat. Rick Ross] ᴴᴰ,2063979,,"Published on Jul 26, 2019",Music,i8BUHO_CuPM,"['6L_k74BOLag', '35adpxPiNlU', 'Uv6tRbZ0wlk', 'XNpGNykVZ6U', 'oOni4BMeMp0', '0M4nKru2H_Q', '57SJmqpp5g', 'iX9ICUr1yEw', 'Gbr4igAvbgE', '_RXIH8WZzQU', 'zhY_0DoQCQs', 'rbHIDVVTSNA', 'ESlz9h4OdRs', 'HNW5_q08gkA', '-HmtzK0VDio', 'dNE3-P8HjSU', 'nY-Xk3sGr6Q']"
MenYdlF-8yw,Theory of a Deadman - Rx (Official Video),20935196,,"Published on Aug 7, 2017",Music,4lxINyZxbgU,"['FMYz5SteBBY', 'GaDa7--YMHo', 'qRiDcv19luo', 'l5-gja10qkw', 'QD9G9tG7WXQ', 'nKCYjWwdyAs', 'ppbhxukCd-4', '9XaS93WMRQQ', 'DmeUuoxyt_E', '9n5G0qFBsHM', 'HbN99f9esS4', 'Ndpryp2OlUQ', 'BbLJn941dBY', 'l9VFg44H2z8', 'J6sIK2KnhH8', '9YrWsmlJSiw', 'p8NQUbLQGio', 'eKcIedFBiVU', '6ayWB8fN3gQ']"
5FVzyBZUywE,Who Won Between Eminem and Machine Gun Kelly?,1473969,,"Published on Sep 18, 2018",Music,3YPShwDDbao,"['ITsekUaw6N4', 'i5RquaBgNVE', '9IroL_MKFF4', 'sTth1ea9WuM', 'nkoiALji7-Q', 'JhzUig4H04', 'KHJ2P3I4EiY', 'jiqlykNqmiA', 'gjM-1MhBIUg', '-fToGHhnGO0', 'UJZ0-_ruQnM', 'YTGUa3CoAFE', 'FxQTY-W6GIo', '1-AwVyNlfAA', 'k5LH-SHAo', '6FVXmsKL7kg', 'OhBn_ld4Rng', 'lkiku7hlpqw']"
RjsZASYVNKM,Eminem,2237730,,"Published on Jun 2, 2013",People & Blogs,ILA9I0Fi3P0,"['Oz4AiigHMxk', 'VNM7Z7hir_I', 'Ced7FM_ap_4', 'RHJY7_I7-vw', 'LwoFJPzVlQ', 'nVThCKvIUF4', 'kXSTLoHn5dE', 'US7dOKDdKVo', '9IroL_MKFF4', 'LAOoF2gyQaA', '-fToGHhnGO0', 'J8CJlYb9oj0', 'IXSAdX1VCXc', '_dm_fW_sdXc', 'Wne6dalSRJ4', 'ILR9stCOUks', 'YTGUa3CoAFE', 'QM-t7pzI-3k', 'SXBjJTswraE']"
QEKbDFzvP3o,Former Gang Member Gives 15-Year-Old Wannabe Gangster A Reality Check,10723030,,"Published on Aug 27, 2019",Entertainment,JssMpP8C44o,"['7tqypS2cm0g', 'x21Uv9-_MrA', 'zJIlftta6fk', 'LAOoF2gyQaA', '0vsm2uxlpNc', 'MX5-esTIiF4', 'JMBskpykyT4', 'Ie41Proeqsc', 'DuLAhM3Y_MA', '3z_fwRWxjvw', 'HqzpjBiSxU8', 'BLB2Mrvh44A', '0oYeSZEnvFs', 'iROwTNJ09BA', '7usFf3UIsqw', 'r52DEMH1U80', 'K83zdXu2xrw', 'uKBDxOtCEuc', 'rFehtPLTlSw']"
zIXXoZSnJ20,5 Times Eminem Got Sued,2793360,,"Published on Dec 11, 2018",Entertainment,sTth1ea9WuM,"['uwdmisXBZ-o', 'LwoFJPzVlQ', '9S6z250fE34', 'CPRa0IZk61k', 'dXLYCzknDf0', 'sXmWgCFpcOM', 'Bc1BMTZWQ08', 'r9hocBz4DDU', 'TzlDStuzHc', 'z3Y0MfrlM', 'QCFBRk-akU', 'McLMOf1n-AY', 'nkoiALji7-Q', '2Zz0IkULf6o', 'KjPn4TjaCA', 'bdqVzwv1U', 'RiMVS8eK7qw', 'iXIFiBWyAvw', 'KKuY-px9nL4']"
Z3CnfFQENkw,"Kendrick Lamar - Sing About Me, I'm Dying Of Thirst",2155329,,"Published on Feb 11, 2014",People & Blogs,3lWjhgJ-aVI,"['Psx6MYIfZs4', 'smqhSl0u_sI', 'EjVQrzUBC_M', 'g_W9af_CQDs', 'YxG5mDItkGU', 'UA2-Cdm09UA', 'k-VcA7C6meg', '1IGS0-QF86U', 'LiaVWUI44Og', 'mqpwDJpI3Rc', 'Kp7eSUU9oy8', 'UThhCgxFfcQ', '_RXIH8WZzQU', 'ns1ykzcCJlM', 'CjrUCxEoYBw', 'x-FkJ5FzWgs', 'R_1EP18eo']"
1wNTWA33qBk,"Khalid, Halsey - Eastside (Lyrics)",9859347,,"Published on Sep 6, 2018",People & Blogs,KnIyGCzKsLs,"['ueG1fSHNndo', '5JD1dfj_c', '3aB41fwBvmA', 'M1qDPtyrwrw', 'ryw9dHlr7Mw', 'HVFXtUUGOzg', 'u62rB_G_vao', 'lr2YBIU6jJM', 'bi70fR-r8pc', '_tNU6dpjIyM', 'zABLecsR5UE', 'khT6zPk0Slw', 'OxPKxqO1HK0', 'IKDxdxwOaJE', 'pZAVH_F6U_U', '1XfU65L56M', 'dWtLmb10OZA', 'zSiQ-4E25CM']"
_tNU6dpjIyM,The Chainsmokers & Coldplay - Something Just Like This (Extended Radio Edit),9803975,,"Published on Jun 20, 2017",Music,rQ6jcpwzQZU,"['QShq1KGbEOk', 'Lv6EV478u3U', 'fRLcGUo-s6o', 'GLq6uMwrY', '8ArZY2Rb3zg', 'PZhb3TMyjRs', 'j20pk1R00yQ', 'Io0fBr1XBUA', 'QtXby3twMmI', 'OOevVQwQ-LM', 'RhJ_iVS_mio', 'WIm1GgfRz6M', 'pMSw9y1mQvk', '-ncIVUXZla8', 'VPRjCeoBqrI', 'OYKKwX4lDpA', 'mBZdHuZCfic', '5Wiio4KoGe8']"
PZhb3TMyjRs,Imagine Dragons- Believer (EVOLVE),23132290,,"Published on Jul 3, 2017",People & Blogs,CAEUnn0HNLM,"['Nhvm8r75aMo', '9ssQKlLxBdQ', 'N_qFfQ3xHCw', 'yoG0_fEamq0', 'k5DZBdL6qnA', '_tNU6dpjIyM', 'I-QfPUz1es8', 'Opo3M-dq1W0', '-tj6DJRyhxs', 'rB6mXBWrPXY', 'nRB2CgUpSw', 'fJ9rUzIMcZQ', 'ZbZSe6N_BXs', '8j741TUIET0', 'LqI78S14Wgg', 'E6RBTPMFATk', 'V5M2WZiAy6k', 'owTWCbq_nSk']"
FMmDdTGrS38,Billie Eilish - Bad Guy (Soulnasty's Extended Mix / Long Version),2779134,,"Published on Apr 17, 2019",Music,SxBc9BJhPAI,"['M1qDPtyrwrw', 'zY-ugO6SCBQ', '0Yy9YzdmTJA', 'KBoBIrqwf8o', 'PA8EvexcSIA', 'Qopx44kAmdE', 'UFIoulOgprU', 'RpmFVcMggZE', 'TXIIBcCINE0', '6BJs26M3qe8', 'iaDEJdtoG3A', '5BjG6sJA71g', '_9syE2UP11E', '8MPbR6Cbwi4', 'GuLTb9cYHWE', 'q0hyYWKXF0Q', 'qqL6KVkchS4', '-fjmSE9Ez6w']"
Psx6MYIfZs4,Kendrick Lamar - Swimming Pools (Drank) (Extended Version),2474741,,"Published on Oct 22, 2012",Music,3lWjhgJ-aVI,"['R_1EP18eo', 'LR6ybr-BQYY', 'UA2-Cdm09UA', 'YxG5mDItkGU', 'KrMBXKjOPx0', 'mqpwDJpI3Rc', 'smqhSl0u_sI', '35adpxPiNlU', 'Kp7eSUU9oy8', '1WQV_cULobA', '_RXIH8WZzQU', 'k-VcA7C6meg', 'zXDhlH9WeN0', 'b8m9zhNAgKs', 'CjrUCxEoYBw', 'JYuUOgED1sg', 'LiaVWUI44Og']"
92XVwY54h5k,twenty one pilots: Car Radio [OFFICIAL VIDEO],232023415,,"Published on Apr 19, 2013",Music,Pw-0pbY9JeU,"['pXRviuL6vMY', 'rB6mXBWrPXY', 'dlejA2rlF3I', 'PZhb3TMyjRs', 'eRhEcKHU5LY', 'iX-QaNzd-0Y', 'yKNxeF4KMsY', 'szp9x1ZlZn4', 'Kt-tLuszKBA', '7QU1nvuxaMA', 'RRKJiM9Njr8', 'ywvRgGAd2XI', 'kg1BljLu9YY', 'Pmv8aQKO6k0', 'HDI9inno86U', 'T_nvWreIhg', 'L3wKzyIN1yk', 'gOsM-DYAEhY']"
UA2-Cdm09UA,Kendrick Lamar - Fear,3314479,,"Published on Aug 28, 2017",Music,Psx6MYIfZs4,"['3lWjhgJ-aVI', 'RaarRogvesU', 'Z3CnfFQENkw', 'QrR_gm6RqCo', 'MizPu-dTPQU', 'DmWWqogr_r8', 'TgoK1npGvoI', 'Kp7eSUU9oy8', 'bQzIQa5YKvw', '_RXIH8WZzQU', 'g_W9af_CQDs', 'RM7lw0Ovzq0', 'mqpwDJpI3Rc', 'SsKT0s5J8ko', 'JYuUOgED1sg', 'BQqEMLOOMCo', 'smqhSl0u_sI']"
qIP2WVdC_W0,Power Trip,14932170,,"Published on Sep 25, 2015",,gRPNA5lF7Hg,"['_RXIH8WZzQU', 'qaoflhijMFE', 'esKJ8BbauGk', '0M4nKru2H_Q', 'klhhU-NXb9o', 'iX9ICUr1yEw', 'LR6ybr-BQYY', 'loWdRDD6ODw', '3aHdZfJckg', 'ghZ1znTEZY0', 'UWlibNTrg80', 'VSXJkvQOLP0', 'Ayp-tWME32s', 'uOYj7WfJQD8', 'CHE8VmFd00A', 'PXObe4fvB4', 'eRaFMlZ1YHA']"
VrDfSZ_6f4U,Kid Cudi - Day 'N' Nite,126576504,,"Published on Oct 8, 2009",Music,eRhEcKHU5LY,"['PH4JPgVD2SM', 'F3CIbk3At_8', 'P_Gv12FvkCo', 'fPO76Jlnz6c', 'TATXudfgu3E', 'T0EXzv3CfKE', '4zAThXFOy2c', 'xk9EuEwMKcM', 'ngwSAgewU_o', 'gIqecROs5M', '-yCg-0-baE', 'OPf0YbXqDm0', 'C8CH0Z3L54', 'd0BNwyrEDiA', 'x3bfa3DZ8JM', 'LQ488QrqGE4', 'nFZP8zQ5kzk']"
EfikUUvjh34,21 Savage - Monster (Official Audio),9913518,,"Published on Dec 20, 2018",Music,LPFXR4ER890,"['XNpGNykVZ6U', '_RXIH8WZzQU', 'VbrEsOLu75c', 'BeYG-tboiOU', 'Bdy3YoRDc3E', '-HmtzK0VDio', '9mahKFNuHqM', 'Uqvqbi7iZeA', 'dzmlBQmieOo', 'eeMHqN4Phjk', 'smqhSl0u_sI', 'SsKT0s5J8ko', 'HdgsbpNlJyM', 'DmWWqogr_r8', 'SiuQXje057M', 'l5M64JuiZAE', 'mjaayCARwro']"
WUUePkaVxIQ,21 Savage - Pad Lock (Official Audio),4141768,,"Published on Dec 20, 2018",Music,SiuQXje057M,"['RdmrS0jOIbg', '_RXIH8WZzQU', 'Uqvqbi7iZeA', 'GDGPEEy3SYk', 'dzmlBQmieOo', 'CJOZc02VwJM', 'HdgsbpNlJyM', 'l5M64JuiZAE', 'R7kQNdr21aE', 'SsKT0s5J8ko', 'AaZEFEOUkVg', 'DmWWqogr_r8', 'QoNfxQxx4BY', 'VbrEsOLu75c', 'LPFXR4ER890', 'G68rIXiy0Bo', '6wtwpUwxQik']"
ttWQK5VXskA,D12 - My Band ft. Cameo,43668770,,"Published on Jun 16, 2009",Music,9dcVOmEQzKA,"['QFcv5Ma8u8k', 'MYxAiK6VnXw', 'OUeaAOIAbXs', 'Np9fzmXyn8', 'gWju37TZfo0', 'fZwbte46-YI', 'gOMhN-hfMtY', 'fPO76Jlnz6c', 'YVkUvmDQ3HY', '6vwNcNOTVzY', 'eJO5HU_7_1w', 'bFLow5StvvU', 'D4hAVemuQXY', 'xI5NQ-0Ubfs', '_Yhyp-_hX2s', 'EHkozMIXZ8w', 'um4-d7VzZiE', 'HiVZbFhVeck']"
8eydIBipTO8,H.E.R. - Carried Away | A COLORS SHOW,5437249,,"Published on Dec 18, 2018",Music,6zMgQMEqga8,"['H6azLn1Cj1A', 'CCTl_NwM6ig', '0nplzEY0IXA', 'xxcEzM8r-4', 'ilNEqmfUyzI', 'zfHbuTG8IHE', 'QK7JQl9jNzM', 'GalFuPdock', 'ltLFS4DccA0', '8b-5N7B7qWI', '8GGGliIxpgc', 'NOb315lCX-8', 'ya0LhdgXiaQ', 'Cihr9OWsEuk', 'MYESVkUxWxM', 'mmWr0rXeeh8', 'kXUtOoNUOzE']"
3xPhU9TmSMM,Mumble Rappers React to Being Dissed by Eminem...,3386315,,"Published on May 27, 2019",Entertainment,ITsekUaw6N4,"['nkoiALji7-Q', '-fToGHhnGO0', 'LAOoF2gyQaA', 'iEpdzXLJPN8', '9IroL_MKFF4', 'LwoFJPzVlQ', 'Z8iz5eAZGJI', '_dm_fW_sdXc', 'gXCzB0rrcRg', 'Ced7FM_ap_4', 'fPmVqLX0Ez0', 'T21PCsQ37f0', 'uwdmisXBZ-o', 'eQkSArQxYJg', 'bROas61fa0', 'KHJ2P3I4EiY', '9YoJ8-O-6Ko', 'ICpE2yJwsh8', '0O1bPQBDvQk']"
BNpPJpdeMns,IAMDDB - Pause | A COLORS SHOW,14388221,,"Published on Jul 25, 2017",Layla Luquet,QK7JQl9jNzM,"['GalFuPdock', '9jytbdG_f2Q', 'WJrJnBnnKw', 'g_PDZVV2lo', 'WYeAUpvWeI8', 'DC_XkWWxZA', 'sCNlt5nvSI8', '1clGynxrUyw', 'gKqTO_CLVF4', 'fpw6i2oBmCY', 'xuTDKlyXbQg', 'MOW5iyi9EfU', '0nplzEY0IXA', '4uOPnyWRnWI', '6zMgQMEqga8', 'JJjVBe0zrHs', 'fuAE3U1NvOs']"
3xUrDz1vFSY,"Everything GREAT About Eminem's ""KILLSHOT""",3489495,,"Published on Sep 15, 2018",Music,3YPShwDDbao,"['ITsekUaw6N4', '2Zz0IkULf6o', 'JhzUig4H04', 'Ced7FM_ap_4', '9IroL_MKFF4', 'OhBn_ld4Rng', 'nkoiALji7-Q', 'i5RquaBgNVE', 'sTth1ea9WuM', 'Dk2IbV48SB0', 'T8fKCXe7V8g', 'gjM-1MhBIUg', 'FxQTY-W6GIo', 'YTGUa3CoAFE', 'KipK1VJTAzI', '-fToGHhnGO0', 'KHJ2P3I4EiY', '03gkY5FRkoE']"
gjM-1MhBIUg,"CRYPT REACTS to Dax - ""Wack Ass Rappers""",979943,,"Published on Jun 4, 2019",Music,Hkls5MrTzY,"['ON1rfnd7Juo', 'dKXP94fDiGA', 'ITsekUaw6N4', 'iEpdzXLJPN8', 'PGNIAtv40E', 'pseUiaAGedg', 'uhipPoR9ZWY', 'x6VceiAxDW4', 'J8YLW4gbeXs', '37A7VhOrXao', 'IWcHTA7YrCw', 'nkoiALji7-Q', 'dd3nwzjmiw0', 'e779sGeEZUg', 'eHFm1zxyRUw', '8DTAh7U1U4', 'Ced7FM_ap_4', 'Datq9jvH6UQ', '9iF9Rg6mbR0']"
l5M64JuiZAE,21 Savage - Can't Leave Without It (Official Audio),25398996,,"Published on Dec 20, 2018",Music,LPFXR4ER890,"['XNpGNykVZ6U', 'Gbr4igAvbgE', '_RXIH8WZzQU', '1GNMrBKAZrs', 'VbrEsOLu75c', 'CmC3WFMnOws', 'zYbExfVIY', 'SiuQXje057M', 'sCdXG-iCWE0', 'HdgsbpNlJyM', 'noi6OnbZFT0', 'G68rIXiy0Bo', '-HmtzK0VDio', 'WUUePkaVxIQ', 'EfikUUvjh34', 'N5EtSkTG1zI', 'Xia88UB3XuY']"
rhzgUq-lDVU,IT: The Complete History of Pennywise | Horror History,798607,,"Published on Sep 12, 2019",Film & Animation,H0zKnOPY9ZE,"['PnroL-BPdpQ', 'P-o-VlaOJio', 'K6FteqXWtYI', 'M2NX8Fcn0sw', 'FRDkSR2OEo', '9FXD6rl7Tic', 'lbWIDDMeFs', 'oHSehKtDyoI', 'PBev_kFPQQk', 'QtI9J-CzcUU', 'jv1W_bb_-Ok', 'VneJtTaps_Q', '9Gpt_pUDBaM', '_xCwxln6Kj4', 'ubOrfMJqTIs', 'ECoB52-XNV0', 'JfQNQGiw-Nc', 'ZuYNQ974L1k', 'HB96D36Vq0']"
iEpdzXLJPN8,"MY DAD REACTS TO Bill Burr - Black Friends, Clothes & Harlem REACTION",636124,,"Published on Aug 31, 2019",Entertainment,Ced7FM_ap_4,"['G7soyblb4xI', 'rqH-Ue4dAH8', '8Lvrikv6oPs', 'ogtmA8_Q28Y', 'CNM2NNfFzc', 'o8FqyjaSot0', 'uMm7MrqrWkU', 'DPELjPjQ_9c', '8CMsGqq9tI0', 'if8zOPSJRe0', 'u5TSE4z50AQ', 'EJ8RlkqzZfE', 'IO1C7vNIhO8', 'QMRi-q8RZ4A', 'oiigrB2iy-I', 'SpI_1WN4aHQ', '0dbG6toTvOI', '6t0m8F_TqKE', '_uBwR3xgV9c']"
j_-2dUvlEdY,Aminé - Yellow | A COLORS SHOW,7233222,,"Published on Dec 19, 2017",Carlos Zaachett,4uOPnyWRnWI,"['WYeAUpvWeI8', 'l0MqlDbZ_as', 'FzpJl-i7ZRg', 'RTIUAW3mIMA', 'mwm7MXwTw9M', 'LYG1Waliqbw', 'LR3GQfryp9M', 'KQNt8_UWmk', 'GalFuPdock', '8vvIG2nEJjM', 'K3rTCDrBf-E', 'QK7JQl9jNzM', '02zrnpyUdVo', 'paP-tGZBP9g', 'zgNVvtOp8mU', '0nplzEY0IXA']"
lMbseuQR2G8,Shia LaBeouf Sheds a Tear While Eating Spicy Wings | Hot Ones,10115641,,"Published on Sep 19, 2019",Howto & Style,nNhYqLbsAGk,"['jtAkNf_b_TM', 'FCXfezz4BB8', '8Lvrikv6oPs', 'nnhnYABROAg', 'YRS0aXaBC8', '1VPfZ_XzisU', '_sZH-psg9yE', 'ePN1J_c4ulw', 'S8XQHKg0Fjo', 'NkqNNctIffA', 'iS68LmqFVeA', 'Lc4hUSLN_-M', '1B9cdcjI2_U', 'bIfUsQRyymU', 'KOlQWNGAAbM', 'oFRslp8d60', 'xCvSAeaqeFY', 'GVLAAMZeraQ', '3aGc-72oKa4']"
nTrtasaAO1A,Mayra Andrade - Tan Kalakatan | A COLORS SHOW,1042837,,"Published on Aug 22, 2019",Music,B5PsIN_FkF4,"['WYeAUpvWeI8', 'IwbhPJsnE6U', 'sCNlt5nvSI8', '3qpyDUfMq-8', 'VAhHaoNvNs', 'bT4DyQnchl8', 'GalFuPdock', '8GGGliIxpgc', 'DjeBNv6ip0', 'Cihr9OWsEuk', 'yXrlhebkpIQ', 'XQKYEs4llzg', '2tbGVZ_BlUo', 'fuAE3U1NvOs', '0nplzEY0IXA', 'U5esCrOdG9o', 'QK7JQl9jNzM']"
aN5PdK1ZzQU,RIHANNA - Love On The Brain,18420829,,"Published on Feb 16, 2016",Music,QtPzlGV_Tps,"['bo_efYhYU2A', 'dXikV9hK4ds', 'KWZGAExj-es', 'OpQFFLBMEPI', 'U0CGsw6h60k', '5JD1dfj_c', 'IoisJiQcaG0', 'A9hcJgtnm6Q', 'GCyyNrdq1gg', 'BVGlBWQzuc', 'kt0g4dWxEBo', '0HL_8XRt5Xk', '4zAThXFOy2c', 'b-3BI9AspYc', 'pa14VNsdSYM', '62Q2PfeiK68', 'Kp7eSUU9oy8', 'Oe4Ic7fHWf8']"
9IroL_MKFF4,Eminem Vs. Lord Jamar: Is Street Credibility Necessary To Be Considered The Goat? | The Breakdown,304655,,"Published on Sep 7, 2019",Music,RZ67KyHX-cY,"['ILA9I0Fi3P0', 'EsWFHKLAX0I', '2MYNtzMXLPs', 'BWnwBX_fxMk', 'YjPoOd8oAbo', '-DF7Gehu08o', 'QWveXdj6oZU', 'PArFP7ZJrtg', 'ygzRDayKxTk', 'KV2ssT8lzj8', 'GpPbYGJRg0Q', 'dMFPbiDAPsA', 'eQkSArQxYJg', 'DqbvsDt_D3o', 'jyo_bFBfoOA', '9vxwXyWIZ3s', 'LK2oHpQdJh4', 'Kw8yaqHDE7Y', 'LAOoF2gyQaA']"
1rTY2JhYFtQ,Polo G - Battle Cry Official Video 🎥By Ryan Lynch Prod.By JTK & DJAYO,37865124,,"Published on Jan 28, 2019",Music,65FcjY-2iw8,"['isYYnF79so', 'gjNTd6sQQfU', 'WILNIXZr2oc', 'LSTAGQq2AlQ', 'kQZJbGifttw', 'FctI8l2KKw8', 'Pgd_Tgi-pbQ', 'IQkpfpwg4sg', 'CmC3WFMnOws', 'g-uW3I_AtDE', 'C7rjmEPxGLM', '1PnHB4sLqew', 'pwBFOuCrdr4', '7ALoFoQbVrU', 'N5EtSkTG1zI', 'gMgoUmHqiw', 'AZaqNkBSYJc']"
qI7B1bxirnk,Doja Cat Talks New Single “Juicy” + Origins Of 'Mooo' Record,140976,,"Published on Sep 13, 2019",Music,qJJserYphQI,"['DXVOTURhRxg', '53FBP_pyYA8', 'ls6b3MN2RyI', 'lCiNKCNRqg', 'lMbseuQR2G8', 'xXiLwkSBTpY', 'AEE9Wmxkx6U', 'e90slhx8wX0', 'jyo_bFBfoOA', 'VqwLz-B_qy4', 'bvf-9Ht0orY', '-DF7Gehu08o', 'ZxkqUfih93E', 'LHrU9aoIqU', 'U0riIBEEW1w', 'dMFPbiDAPsA', 'fX7O-gj2UMw', 'WXsIzhgGx8']"
65FcjY-2iw8,Polo G - Finer Things (Official Video) 🎥By Ryan Lynch,73127925,,"Published on Aug 25, 2018",Music,Z3ktwA6k7Wk,"['I3tBM8swyc', 'CJOZc02VwJM', '47AwqG30bP0', 'PPzC5zMMbx4', 'g-uW3I_AtDE', 'ZxSyqGq1F1g', 'pwBFOuCrdr4', 'CmC3WFMnOws', 'WILNIXZr2oc', '14ej7i8jus', 'zYbExfVIY', 'CPh51t7KHLw', '8gPVLJj3z3I', 'KuUq4xJNtp0', 'gMgoUmHqiw', 'FhPvceQcfzE', 'jGMSBaMF7oc']"
MYESVkUxWxM,Kali Uchis - Killer | A COLORS SHOW,6106174,,"Published on Oct 8, 2018",Layla Luquet,6zMgQMEqga8,"['ZSViNoqvC6s', '9TWxD2WW_ws', 'ilNEqmfUyzI', '0nplzEY0IXA', '4-M3-Y7_I54', '80J2YroXH3g', 'QK7JQl9jNzM', 'ElINqEyx7GM', '9f5zD7ZSNpQ', '8eydIBipTO8', '8b-5N7B7qWI', 'PN7HJBodm8o', '8GGGliIxpgc', 'GalFuPdock', 'uQFVqltOXRg', 'Cihr9OWsEuk']"
QK7JQl9jNzM,Mahalia - Sober | A COLORS SHOW,35139434,,"Published on Sep 18, 2017",Marianne Zambrano,WYeAUpvWeI8,"['GalFuPdock', 'fYwRsJAPfec', '6zMgQMEqga8', '0nplzEY0IXA', 'Cihr9OWsEuk', 'fuAE3U1NvOs', 'mmWr0rXeeh8', 'IhgxZ8tmBxU', 'LYG1Waliqbw', 'BT44_1-N-3o', 'kXUtOoNUOzE', '1HWdLbTi_zs', '8eydIBipTO8', 'KUoP007r_rU', 'DSbqyWXVDYg', '8GGGliIxpgc', 'CzO6OVW6bfg']"
